clasificacion;descripcion;DESCRIPCION_LARGA||'XX'
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Enfermedades del mediastino, no clasificadas en otra parte;J98.5 / Enfermedades del mediastino, no clasificadas en otra parteXx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Trastornos del diafragma;J98.6 / Trastornos del diafragmaXx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Otros trastornos respiratorios especificados;J98.8 / Otros trastornos respiratorios especificadosXx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Trastorno respiratorio, no especificado;J98.9 / Trastorno respiratorio, no especificadoXx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Trastornos respiratorios en enfermedades clasificadas en otra parte;J99 / Trastornos respiratorios en enfermedades clasificadas en otra parteXx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Enfermedad pulmonar reumatoide (M05.1+);J99.0 / Enfermedad pulmonar reumatoide (M05.1+)Xx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Trastornos respiratorios en otros trastornos difusos del tejido conjuntivo;J99.1 / Trastornos respiratorios en otros trastornos difusos del tejido conjuntivoXx
OTRAS ENFERMEDADES DE LA PLEURA ( J90-J99);Trastornos respiratorios en otras enfermedades clasificadas en otra parte;J99.8 / Trastornos respiratorios en otras enfermedades clasificadas en otra parteXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Trastornos del desarrollo y de la erupción de los dientes;K00 / Trastornos del desarrollo y de la erupción de los dientesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Anodoncia;K00.0 / AnodonciaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Dientes supernumerarios;K00.1 / Dientes supernumerariosXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Anomalías del tamaño y de la forma del diente;K00.2 / Anomalías del tamaño y de la forma del dienteXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Dientes moteados;K00.3 / Dientes moteadosXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Alteraciones en la formación dentaria;K00.4 / Alteraciones en la formación dentariaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Alteraciones hereditarias de la estructura dentaria, no clasificadas en otra parte;K00.5 / Alteraciones hereditarias de la estructura dentaria, no clasificadas en otra parteXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Alteraciones en la erupción dentaria;K00.6 / Alteraciones en la erupción dentariaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Síndrome de la erupción dentaria;K00.7 / Síndrome de la erupción dentariaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otros trastornos del desarrollo de los dientes;K00.8 / Otros trastornos del desarrollo de los dientesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Trastorno del desarrollo de los dientes, no especificado;K00.9  / Trastorno del desarrollo de los dientes, no especificadoXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Dientes incluidos e impactados;K01  / Dientes incluidos e impactadosXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Dientes incluidos;K01.0 / Dientes incluidosXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Dientes impactados;K01.1 / Dientes impactadosXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Caries dental;K02 / Caries dentalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Caries limitada al esmalte;K02.0 / Caries limitada al esmalteXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Caries de la dentina;K02.1 / Caries de la dentinaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Caries del cemento;K02.2 / Caries del cementoXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Caries dentaria detenida;K02.3 / Caries dentaria detenidaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Odontoclasia;K02.4 / OdontoclasiaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otras caries dentales;K02.8 / Otras caries dentalesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Caries dental, no especificada;K02.9   / Caries dental, no especificadaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otras enfermedades de los tejidos duros de los dientes;K03  / Otras enfermedades de los tejidos duros de los dientesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Atrición excesiva de los dientes;K03.0 / Atrición excesiva de los dientesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Abrasión de los dientes;K03.1 / Abrasión de los dientesXx
ENFERMEDADES DEL ESÓFAGO, ESTÓMAGO Y DUODENO (K20-K31);Enfermedad del reflujo gastroesofágico;K21 / Enfermedad del reflujo gastroesofágicoXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Trastorno de los dientes y de sus estructuras de sostén, no especificado;K08.9  / Trastorno de los dientes y de sus estructuras de sostén, no especificadoXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Quistes de la región bucal, no clasificados en otra parte;K09  / Quistes de la región bucal, no clasificados en otra parteXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Quistes originados por el desarrollo de los dientes;K09.0 / Quistes originados por el desarrollo de los dientesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Quistes de las fisuras (no odontogénicos);K09.1 / Quistes de las fisuras (no odontogénicos)Xx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otros quistes de los maxilares;K09.2 / Otros quistes de los maxilaresXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otros quistes de la región bucal, no clasificados en otra parte;K09.8 / Otros quistes de la región bucal, no clasificados en otra parteXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Quiste de la región bucal, sin otra especificación;K09.9  / Quiste de la región bucal, sin otra especificaciónXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otras enfermedades de los maxilares;K10  / Otras enfermedades de los maxilaresXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Trastornos del desarrollo de los maxilares;K10.0 / Trastornos del desarrollo de los maxilaresXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Granuloma central de células gigantes;K10.1 / Granuloma central de células gigantesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Afecciones inflamatorias de los maxilares;K10.2 / Afecciones inflamatorias de los maxilaresXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Alveolitis del maxilar;K10.3 / Alveolitis del maxilarXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otras enfermedades especificadas de los maxilares;K10.8 / Otras enfermedades especificadas de los maxilaresXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Enfermedad de los maxilares, no especificada;K10.9  / Enfermedad de los maxilares, no especificadaXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Enfermedades de las glándulas salivales;K11 / Enfermedades de las glándulas salivalesXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Atrofia de glándula salival;K11.0 / Atrofia de glándula salivalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Hipertrofia de glándula salival;K11.1 / Hipertrofia de glándula salivalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Sialadenitis;K11.2 / SialadenitisXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Absceso de gándula salival;K11.3 / Absceso de gándula salivalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Fístula de glándula salival;K11.4 / Fístula de glándula salivalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Sialolitiasis;K11.5 / SialolitiasisXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Mucocele de glándula salival;K11.6 / Mucocele de glándula salivalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Alteraciones de la secreción salival;K11.7 / Alteraciones de la secreción salivalXx
ENFERMEDADES DE LA BOCA Y DIENTES ( K00-K14);Otras enfermedades de las glándulas salivales;K11.8 / Otras enfermedades de las glándulas salivalesXx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza con neumonía, debida a virus de la influenza identificado;J10.0 / Influenza con neumonía, debida a virus de la influenza identificadoXx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza con otras manifestaciones respiratorias, debida a virus de la influenza identificado;J10.1 / Influenza con otras manifestaciones respiratorias, debida a virus de la influenza identificadoXx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza, con otras manifestaciones, debida a virus de la influenza identificado ;J10.8  / Influenza, con otras manifestaciones, debida a virus de la influenza identificado Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza debida a virus no identificado ;J11  / Influenza debida a virus no identificado Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza con neumonía, virus no identificado;J11.0 / Influenza con neumonía, virus no identificadoXx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza con otras manifestaciones respiratorias, virus no identificado;J11.1 / Influenza con otras manifestaciones respiratorias, virus no identificadoXx
GRIPE Y NEUMONIA (10 088 J10-J18);Influenza con otras manifestaciones, virus no identificado ;J11.8  / Influenza con otras manifestaciones, virus no identificado Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía viral, no clasificada en otra parte ;J12 / Neumonía viral, no clasificada en otra parte Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a adenovirus;J12.0 / Neumonía debida a adenovirusXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a virus sincitial respiratorio;J12.1 / Neumonía debida a virus sincitial respiratorioXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a virus parainfluenza;J12.2 / Neumonía debida a virus parainfluenzaXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a otros virus;J12.8 / Neumonía debida a otros virusXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía viral, no especificada ;J12.9  / Neumonía viral, no especificada Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a Streptococcus pneumoniae ;J13  / Neumonía debida a Streptococcus pneumoniae Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a Haemophilus influenzae ;J14 / Neumonía debida a Haemophilus influenzae Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía bacteriana, no clasificada en otra parte ;J15  / Neumonía bacteriana, no clasificada en otra parte Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a Klebsiella pneumoniae;J15.0 / Neumonía debida a Klebsiella pneumoniaeXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a Pseudomonas;J15.1 / Neumonía debida a PseudomonasXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a estafilococos;J15.2 / Neumonía debida a estafilococosXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a estreptococos del grupo B;J15.3 / Neumonía debida a estreptococos del grupo BXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a otros estreptococos;J15.4 / Neumonía debida a otros estreptococosXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a Escherichia coli;J15.5 / Neumonía debida a Escherichia coliXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a otras bacterias aeróbicas gramnegativas;J15.6 / Neumonía debida a otras bacterias aeróbicas gramnegativasXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a Mycoplasma pneumoniae;J15.7 / Neumonía debida a Mycoplasma pneumoniaeXx
GRIPE Y NEUMONIA (10 088 J10-J18);Otras neumonías bacterianas;J15.8 / Otras neumonías bacterianasXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía bacteriana, no especificada ;J15.9  / Neumonía bacteriana, no especificada Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a otros microorganismos infecciosos, no clasificados en otra parte ;J16  / Neumonía debida a otros microorganismos infecciosos, no clasificados en otra parte Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a clamidias;J16.0 / Neumonía debida a clamidiasXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía debida a otros microorganismos infecciosos especificados ;J16.8 / Neumonía debida a otros microorganismos infecciosos especificados Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía en enfermedades clasificadas en otra parte ;J17  / Neumonía en enfermedades clasificadas en otra parte Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía en enfermedades bacterianas clasificadas en otra parte;J17.0 / Neumonía en enfermedades bacterianas clasificadas en otra parteXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía en enfermedades virales clasificadas en otra parte;J17.1 / Neumonía en enfermedades virales clasificadas en otra parteXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía en micosis;J17.2 / Neumonía en micosisXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía en enfermedades parasitarias;J17.3* / Neumonía en enfermedades parasitariasXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía en otras enfermedades clasificadas en otra parte ;J17.8*  / Neumonía en otras enfermedades clasificadas en otra parte Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía, organismo no especificado ;J18 / Neumonía, organismo no especificado Xx
GRIPE Y NEUMONIA (10 088 J10-J18);Bronconeumonía, no especificada;J18.0 / Bronconeumonía, no especificadaXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía lobar, no especificada;J18.1 / Neumonía lobar, no especificadaXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía hipostática, no especificada;J18.2 / Neumonía hipostática, no especificadaXx
GRIPE Y NEUMONIA (10 088 J10-J18);Otras neumonías, de microorganismo no especificado;J18.8 / Otras neumonías, de microorganismo no especificadoXx
GRIPE Y NEUMONIA (10 088 J10-J18);Neumonía, no especificada ;J18.9  / Neumonía, no especificada Xx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda;J20 / Bronquitis agudaXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a Mycoplasma pneumoniae;J20.0 / Bronquitis aguda debida a Mycoplasma pneumoniaeXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a Haemophilus influenzae;J20.1 / Bronquitis aguda debida a Haemophilus influenzaeXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a estreptococos;J20.2 / Bronquitis aguda debida a estreptococosXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a virus Coxsackie;J20.3 / Bronquitis aguda debida a virus CoxsackieXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a virus parainfluenza;J20.4 / Bronquitis aguda debida a virus parainfluenzaXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a virus sincitial respiratorio;J20.5 / Bronquitis aguda debida a virus sincitial respiratorioXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a rinovirus;J20.6 / Bronquitis aguda debida a rinovirusXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a virus Echo;J20.7 / Bronquitis aguda debida a virus EchoXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda debida a otros microorganismos especificados;J20.8 / Bronquitis aguda debida a otros microorganismos especificadosXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquitis aguda, no especificada ;J20.9  / Bronquitis aguda, no especificada Xx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquiolitis aguda ;J21 / Bronquiolitis aguda Xx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquiolitis aguda debida a virus sincitial respiratorio;J21.0 / Bronquiolitis aguda debida a virus sincitial respiratorioXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquiolitis aguda debida a otros microorganismos especificados;J21.8 / Bronquiolitis aguda debida a otros microorganismos especificadosXx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Bronquiolitis aguda, no especificada ;J21.9 / Bronquiolitis aguda, no especificada Xx
OTRAS ENFERMEDADES INFECCIOSAS DE LAS VIAS RESPIRATORIAS BAJAS (J20-J22);Infección aguda no especificada de las vías respiratorias inferiores ;J22  / Infección aguda no especificada de las vías respiratorias inferiores Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinitis alérgica y vasomotora;J30 / Rinitis alérgica y vasomotoraXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinitis vasomotora;J30.0 / Rinitis vasomotoraXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinitis alérgica debida al polen;J30.1 / Rinitis alérgica debida al polenXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Otra rinitis alérgica estacional;J30.2 / Otra rinitis alérgica estacionalXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Otras rinitis alérgicas;J30.3 / Otras rinitis alérgicasXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinitis alérgica, no especificada ;J30.4 / Rinitis alérgica, no especificada Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinitis, rinofaringitis y faringitis crónicas ;J31 / Rinitis, rinofaringitis y faringitis crónicas Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinitis crónica;J31.0 / Rinitis crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Rinofaringitis crónica;J31.1 / Rinofaringitis crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Faringitis crónica ;J31.2 / Faringitis crónica Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Sinusitis crónica ;J32  / Sinusitis crónica Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Sinusitis maxilar crónica;J32.0 / Sinusitis maxilar crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Sinusitis frontal crónica;J32.1 / Sinusitis frontal crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Sinusitis etmoidal crónica;J32.2 / Sinusitis etmoidal crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Sinusitis esfenoidal crónica;J32.3 / Sinusitis esfenoidal crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Pansinusitis crónica;J32.4 / Pansinusitis crónicaXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Otras sinusitis crónicas;J32.8 / Otras sinusitis crónicasXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Sinusitis crónica, no especificada ;J32.9  / Sinusitis crónica, no especificada Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Pólipo nasal ;J33 / Pólipo nasal Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Pólipo de la cavidad nasal;J33.0 / Pólipo de la cavidad nasalXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Degeneración polipoide de seno paranasal;J33.1 / Degeneración polipoide de seno paranasalXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Otros pólipos de los senos paranasales;J33.8 / Otros pólipos de los senos paranasalesXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Pólipo nasal, no especificado ;J33.9  / Pólipo nasal, no especificado Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Otros trastornos de la nariz y de los senos paranasales ;J34  / Otros trastornos de la nariz y de los senos paranasales Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Absceso, furúnculo y carbunco de la nariz;J34.0 / Absceso, furúnculo y carbunco de la narizXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Quiste y mucocele de seno paranasal;J34.1 / Quiste y mucocele de seno paranasalXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Desviación del tabique nasal;J34.2 / Desviación del tabique nasalXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Hipertrofia de los cornetes nasales;J34.3 / Hipertrofia de los cornetes nasalesXx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Otros trastornos especificados de la nariz y de los senos paranasales ;J34.8  / Otros trastornos especificados de la nariz y de los senos paranasales Xx
OTRAS ENFERMEDADES DE LAS VIAS RESPIRATORIAS ALTAS ( J30-J39);Enfermedades crónicas de las amígdalas y de las adenoides ;J35 / Enfermedades crónicas de las amígdalas y de las adenoides Xx
